variable,label,include,comments,,,,,,,,,,,,,,,,,,,,,,,
gb002s2,Household Member [2] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s3,Household Member [3] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s4,Household Member [4] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s5,Household Member [5] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s6,Household Member [6] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s7,Household Member [7] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s8,Household Member [8] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s9,Household Member [9] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s10,Household Member [10] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s11,Household Member [11] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s12,Household Member [12] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s13,Household Member [13] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s14,Household Member [14] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s15,Household Member [15] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s16,Household Member [16] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s17,Household Member [17] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s18,Household Member [18] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s19,Household Member [19] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s20,Household Member [20] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s21,Household Member [21] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s22,Household Member [22] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s23,Household Member [23] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s24,Household Member [24] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb002s25,Household Member [25] Engaged in Agricultural,no,,,,,,,,,,,,,,,,,,,,,,,,
gb003,Engage in Cropping or Forestry,yes,,,,,,,,,,,,,,,,,,,,,,,,
gb004_1,The Most Recent Harvest Year,no,,,,,,,,,,,,,,,,,,,,,,,,
gb004_2,The Most Recent Harvest Month,no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_1,Total Value of Crops and Forestry,yes,,,,,,,,,,,,,,,,,,,,,,,,
gb005_2,"Value of Crops and Forestry, Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_3,"Percent of Crops and Forestry,Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_w2_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb005_w2_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb006,Cost of Crops and Forestry,yes,,,,,,,,,,,,,,,,,,,,,,,,
gb006_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb006_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb007,Grow Livestock or Aquatic Life,yes,,,,,,,,,,,,,,,,,,,,,,,,
gb008,Current Value of Livestock and Aquatic Life,yes,,,,,,,,,,,,,,,,,,,,,,,,
gb008_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb008_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb009,Value of Livestock and Aquatic Life of Last Year,no,,,,,,,,,,,,,,,,,,,,,,,,
gb009_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb009_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb010,Cost of Purchasing New Livestock and Aquatic Life,no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_1,"Value of Livestock and Aquatic Life, Sold or Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_2,"Amount of Livestock and Aquatic Life, Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_3,"Percent of Livestock and Aquatic Life, Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_w2_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb011_w2_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_1,"Value of Livestock Products Produced, Sold or Consumed",yes,,,,,,,,,,,,,,,,,,,,,,,,
gb012_2,"Amount of Livestock Products Produced, Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_3,"Percent of Livestock Products Produced, Consumed",no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_w2_bracket_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb012_w2_bracket_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gb013,Cost of Producing Livestock and Aquatic Life,no,,,,,,,,,,,,,,,,,,,,,,,,
gc001,Household Members Engage in Self-Employed Businesse,no,,,,,,,,,,,,,,,,,,,,,,,,
gc002,Number of Participated Small Bussinesses,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s1,Household Member [1] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s2,Household Member [2] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s3,Household Member [3] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s4,Household Member [4] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s5,Household Member [5] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s6,Household Member [6] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s7,Household Member [7] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s8,Household Member [8] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s9,Household Member [9] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s10,Household Member [10] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s11,Household Member [11] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s12,Household Member [12] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s13,Household Member [13] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s14,Household Member [14] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s15,Household Member [15] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s16,Household Member [16] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s17,Household Member [17] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s18,Household Member [18] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s19,Household Member [19] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s20,Household Member [20] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s21,Household Member [21] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s22,Household Member [22] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s23,Household Member [23] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s24,Household Member [24] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_1_s25,Household Member [25] Engaged in The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s1,Household Member [1] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s2,Household Member [2] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s3,Household Member [3] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s4,Household Member [4] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s5,Household Member [5] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s6,Household Member [6] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s7,Household Member [7] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s8,Household Member [8] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s9,Household Member [9] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s10,Household Member [10] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s11,Household Member [11] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s12,Household Member [12] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s13,Household Member [13] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s14,Household Member [14] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s15,Household Member [15] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s16,Household Member [16] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s17,Household Member [17] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s18,Household Member [18] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s19,Household Member [19] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s20,Household Member [20] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s21,Household Member [21] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s22,Household Member [22] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s23,Household Member [23] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s24,Household Member [24] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_2_s25,Household Member [25] Engaged in The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s1,Household Member [1] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s2,Household Member [2] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s3,Household Member [3] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s4,Household Member [4] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s5,Household Member [5] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s6,Household Member [6] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s7,Household Member [7] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s8,Household Member [8] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s9,Household Member [9] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s10,Household Member [10] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s11,Household Member [11] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s12,Household Member [12] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s13,Household Member [13] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s14,Household Member [14] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s15,Household Member [15] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s16,Household Member [16] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s17,Household Member [17] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s18,Household Member [18] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s19,Household Member [19] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s20,Household Member [20] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s21,Household Member [21] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s22,Household Member [22] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s23,Household Member [23] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s24,Household Member [24] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc003_3_s25,Household Member [25] Engaged in The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc004_1_,Type of The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc004_2_,Type of The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc004_3_,Type of The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_1_,Income of The 1st Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_2_,Income of The 2nd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_3_,Income of The 3rd Self-Employed Business,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_1_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_1_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_2_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_2_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_3_max,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gc005_bracket_3_min,Bracket Question,no,,,,,,,,,,,,,,,,,,,,,,,,
gd001,Household Received Dibao,yes,这些视为社会援助，单弄一个变量,,,,,,,,,,,,,,,,,,,,,,,
gd002s1,Household Received Reforestation,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s2,Household Received Agricultural Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s3,Household Received Wubaohu,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s4,Household Received Tekunhu,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s5,Household Received Work Injury Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s6,Household Received Emergency or Disaster Relief,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s7,Household Received Other Government Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002s8,No Government Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_1,Amount of Reforestation,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_2,Amount of Agricultural Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_3,Amount of Wubaohu,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_4,Amount of Tekunhu,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_5,Amount of Work Injury Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_6,Amount of Emergency or Disaster Relief,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd002_7,Amount of Other Government Subsidies,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003s1,Receive Donations,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003s2,Receive Compensation for Land Seizure,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003s3,Receive Compensation to Pulling down House,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003s4,No Any Donations or Compensation,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003_1,Amount of Donations,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003_2,Amount of Compensation for Land Seizure,yes,,,,,,,,,,,,,,,,,,,,,,,,
gd003_3,Amount of Compensation to Pulling down House,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge001,The Respodent is The Primary Person for Purchasing Food,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge002,The Primary Person for Purchasing Food,no,,,,,,,,,,,,,,,,,,,,,,,,
ge004,Number of People Regularly Having Meals,no,,,,,,,,,,,,,,,,,,,,,,,,
ge005,Number of Meals to Guests,no,,,,,,,,,,,,,,,,,,,,,,,,
ge006,Expenditure on Food,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge006_w2,Produce Agricultural Products by Yourself,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge006_w2_1,Value of Self-consumed Products,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge007,Expenditure on Eating Out,yes,各种类型的支出,,,,,,,,,,,,,,,,,,,,,,,
ge008,"Expenditure on Alcohol, Tobacco",yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_1,Expenditure on Communication,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_2,Expenditure on Utilities,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_3,Expenditure on Fuels,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_4,Expenditure on Servants,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_5,Expenditure on Transportation,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_6,Expendtiure on Daily Items,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge009_7,Expenditure on Entertainment,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_1,Expenditure on Clothing and Bedding,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_2,Expenditure on Travel,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_3,Expenditure on Centeral Heating,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_4,Expenditure on Durable Goods,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_5,Expenditure on Education and Training,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_6,Medical Expenditure,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_7,Expenditure on Fitness,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_8,Expenditure on Beauty,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_9,Expenditure on Automobiles,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_10,"Expenditure on Purchase, maintenance and repair",yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_11,Property Management Fees,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_12,Taxes and Fees,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge010_13,Donations to The society,yes,,,,,,,,,,,,,,,,,,,,,,,,
ge011,The Respondent Receives Assistance In Answering,no,,,,,,,,,,,,,,,,,,,,,,,,
ha000_w2_1,Same House as Last Wave,no,,,,,,,,,,,,,,,,,,,,,,,,
ha000_w2_0,Type of Current Residence,yes,,,,,,,,,,,,,,,,,,,,,,,,
ha000_w2_0_3,Name of Sanatorium,no,没有调查,,,,,,,,,,,,,,,,,,,,,,,
ha002,Do You Pay Rent for Current Residence,yes,,,,,,,,,,,,,,,,,,,,,,,,
ha003,Rent Per Month,yes,,,,,,,,,,,,,,,,,,,,,,,,
ha004,Pay Less Than The Market Rental Value,no,,,,,,,,,,,,,,,,,,,,,,,,
ha005,Market Rent Per Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_1,Rent Was Paid by Housing Subsidy,yes,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s1,Employer of Household Member [1] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s2,Employer of Household Member [2] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s3,Employer of Household Member [3] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s4,Employer of Household Member [4] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s5,Employer of Household Member [5] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s6,Employer of Household Member [6] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s7,Employer of Household Member [7] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s8,Employer of Household Member [8] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s9,Employer of Household Member [9] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s10,Employer of Household Member [10] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s11,Employer of Household Member [11] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s12,Employer of Household Member [12] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s13,Employer of Household Member [13] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s14,Employer of Household Member [14] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s15,Employer of Household Member [15] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s16,Employer of Household Member [16] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s17,Employer of Household Member [17] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s18,Employer of Household Member [18] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s19,Employer of Household Member [19] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s20,Employer of Household Member [20] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s21,Employer of Household Member [21] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s22,Employer of Household Member [22] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s23,Employer of Household Member [23] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s24,Employer of Household Member [24] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha006_2s25,Employer of Household Member [25] Offered The Houseing Subsidy,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007,Ownship of Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_1,Ownership Status Changes Beacuse of Death,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_2,Proportion of Ownership before Death,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1,New Fill,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_1_,Proportion of Inheritance for Spouse,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_2_,Proportion of Inheritance for Children/Children-in-law,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_3_,Proportion of Inheritance for Brothers/Sisters,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_4_,Proportion of Inheritance for Other Relatives,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_5_,Proportion of Inheritance for Grandchildren,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_6_,Proportion of Inheritance for Friends,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_7_,Proportion of Inheritance for Charities,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3_1_8_,Proportion of Inheritance for Other Persons,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s1,Inherited The House by Spouse,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s2,Inherited The House by Children/Children-in-law,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s3,Inherited The House by Brothers/Sisters,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s4,Inherited The House by Other Relatives,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s5,Inherited The House by Grandchildren,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s6,Inherited The House by Friends,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s7,Inherited The House by Charities,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_3s8,Inherited The House by Other Persons,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s1,Child [1] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s2,Child [2] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s3,Child [3] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s4,Child [4] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s5,Child [5] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s6,Child [6] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
ha007_w2_4s7,Child [7] Inherited The House,no,,,,,,,,,,,,,,,,,,,,,,,,
